PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
83,0,3,Passenger_82,male,27.3,3,2,27804B,37.32,,S
84,1,2,Passenger_83,male,5.1,0,1,71936A,104.04,,Q
85,0,3,Passenger_84,male,-2.8,3,2,34680,12.45,,S
86,0,3,Passenger_85,female,,0,3,26862C,,,S
87,1,1,Passenger_86,male,27.2,3,0,49553A,70.3,,S
88,0,3,Passenger_87,female,48.2,1,1,78574B,,D,S
89,1,2,Passenger_88,male,,3,1,42961C,77.22,B,S
90,1,3,Passenger_89,male,,1,3,36065A,88.29,,C
91,1,3,Passenger_90,male,17.5,1,2,61038B,80.25,B,C
92,1,3,Passenger_91,female,16.5,0,1,30957C,7.68,E,C
93,1,3,Passenger_92,female,,3,1,78116A,,,S
94,1,3,Passenger_93,female,39.8,3,3,72278B,79.7,C,C
95,1,1,Passenger_94,male,35.5,3,0,42454B,16.52,C,S
96,1,3,Passenger_95,female,15.5,1,1,63796B,29.71,B,S
97,1,2,Passenger_96,male,39.1,2,1,76411C,21.89,,C
98,1,2,Passenger_97,male,36.0,3,3,70069A,,B,S
99,1,2,Passenger_98,female,15.0,3,1,61861,47.58,,S
100,0,1,Passenger_99,male,19.0,2,1,59487A,38.77,D,C
101,0,3,Passenger_100,female,39.6,0,0,33398C,5.14,,C
102,1,1,Passenger_101,male,26.7,3,1,38517,47.64,B,S
103,1,3,Passenger_102,male,52.2,2,3,76783A,,,C
104,1,2,Passenger_103,female,37.0,3,0,17111B,58.52,,S
105,1,1,Passenger_104,male,23.2,1,0,10310A,10.0,,C
106,1,3,Passenger_105,female,29.9,2,0,27988,56.23,,S
107,1,1,Passenger_106,male,30.9,1,2,63134A,34.64,F,S
108,1,2,Passenger_107,female,19.8,2,3,65326C,6.27,B,Q
109,1,3,Passenger_108,male,17.2,0,2,99937B,3.55,,C
110,0,1,Passenger_109,male,39.8,1,1,43264B,8.8,,C
111,1,3,Passenger_110,male,41.8,3,0,52964C,42.78,F,S
112,0,1,Passenger_111,male,38.5,2,2,15910A,54.23,C,S
113,1,2,Passenger_112,female,51.2,3,1,56165A,59.44,C,C
114,1,3,Passenger_113,male,22.4,0,2,42821B,60.76,D,S
115,0,2,Passenger_114,male,53.4,2,0,54392,23.45,B,S
116,1,1,Passenger_115,male,17.4,0,1,42996C,87.04,,S
117,0,2,Passenger_116,male,,2,0,87558A,34.52,B,S
118,1,2,Passenger_117,female,5.4,1,0,88196A,65.76,D,S
119,1,3,Passenger_118,female,23.8,3,2,94387B,44.25,,S
120,0,2,Passenger_119,male,22.9,1,3,43299,63.15,,S
121,1,3,Passenger_120,female,37.4,1,1,86763,42.5,F,C
122,0,3,Passenger_121,male,33.4,1,1,83564B,63.78,B,C
123,1,2,Passenger_122,male,13.3,1,3,42857,49.74,B,S
124,0,3,Passenger_123,female,24.5,2,1,75217C,78.48,E,S
125,0,2,Passenger_124,male,24.8,3,2,76828C,21.35,D,S
126,1,3,Passenger_125,female,5.1,2,1,33880C,11.95,D,S
127,1,1,Passenger_126,female,16.3,2,2,17559B,15.93,C,S
128,0,3,Passenger_127,male,,2,1,45159C,,,C
129,1,2,Passenger_128,female,,1,2,69289,44.59,C,C
130,1,2,Passenger_129,female,32.7,0,3,88740A,53.22,E,C
131,1,3,Passenger_130,male,39.3,1,1,19866,13.12,,S
132,0,3,Passenger_131,female,9.0,2,2,47997B,52.29,,Q
133,0,1,Passenger_132,male,46.7,1,0,17553,14.2,D,C
134,0,1,Passenger_133,female,48.2,3,0,77323,19.35,C,S
135,0,3,Passenger_134,female,2.0,3,0,54810B,,,C
136,0,3,Passenger_135,male,,1,1,68719C,65.58,C,S
137,0,3,Passenger_136,male,,1,2,79451,69.31,,S
138,0,3,Passenger_137,female,39.0,0,0,10092C,70.27,,C
139,0,3,Passenger_138,male,20.5,1,1,39995B,,C,Q
140,0,3,Passenger_139,male,25.7,1,2,72957B,49.77,,S
141,1,2,Passenger_140,male,21.6,0,0,31892C,43.11,,S
142,0,1,Passenger_141,male,,1,0,46632B,3.63,,S
143,1,3,Passenger_142,male,46.8,1,1,72565A,50.56,E,S
144,1,3,Passenger_143,male,19.2,1,2,70753,41.24,,S
145,1,1,Passenger_144,male,44.0,1,1,60049,67.9,,C
146,0,2,Passenger_145,female,19.1,1,0,57881,52.84,,S
147,0,3,Passenger_146,male,18.1,2,1,62865,30.77,,Q
148,0,3,Passenger_147,male,41.5,1,1,60684,82.4,C,S
149,0,2,Passenger_148,male,42.9,0,0,85705C,27.74,B,C
150,1,2,Passenger_149,male,41.9,1,0,67314C,47.75,,S
151,0,2,Passenger_150,male,11.6,2,2,60503A,11.71,C,S
152,0,2,Passenger_151,male,23.5,0,2,56176C,18.07,C,C
153,0,2,Passenger_152,male,41.5,0,0,86288,,E,Q
154,0,1,Passenger_153,female,30.6,1,0,66010,5.4,B,S
155,0,3,Passenger_154,female,15.0,3,3,20589,0.17,,C
156,1,2,Passenger_155,female,36.4,2,3,22833C,133.37,,S
157,0,3,Passenger_156,female,20.0,3,2,89903A,,,S
158,1,3,Passenger_157,female,55.1,1,1,26642,107.77,F,S
159,0,2,Passenger_158,male,51.6,2,0,50771A,43.97,B,S
160,1,3,Passenger_159,female,38.5,3,0,20097,31.63,,S
161,0,2,Passenger_160,male,49.1,2,1,88743A,69.84,,Q
162,0,3,Passenger_161,female,30.9,1,2,33426,96.78,,S
163,1,2,Passenger_162,female,40.7,2,3,76333,9.89,C,S
164,1,3,Passenger_163,male,50.7,1,2,81249,32.14,,S
165,1,3,Passenger_164,male,33.4,3,1,30404B,79.64,,S
166,0,2,Passenger_165,male,26.4,2,0,81447C,60.08,,S
167,1,1,Passenger_166,female,6.1,0,3,79848,88.57,B,S
168,0,3,Passenger_167,female,28.8,1,1,65331,68.03,,S
169,0,3,Passenger_168,female,41.5,2,0,28440,,,S
170,1,2,Passenger_169,male,43.2,0,2,91364C,56.25,F,S
171,1,3,Passenger_170,female,37.1,0,3,56720C,57.76,F,S
172,0,2,Passenger_171,male,22.4,0,0,55428,61.26,C,Q
173,0,3,Passenger_172,female,2.3,0,0,32169,45.01,B,S
174,1,1,Passenger_173,male,23.1,1,0,55419B,79.68,C,S
175,1,3,Passenger_174,male,25.7,2,0,77487C,58.3,B,S
176,1,2,Passenger_175,male,25.6,0,0,89363B,77.59,B,S
177,0,2,Passenger_176,female,,2,2,18985B,83.06,B,S
178,0,1,Passenger_177,female,57.8,2,1,32897A,65.0,B,S
179,0,1,Passenger_178,male,31.7,3,3,15973C,67.56,,S
180,0,3,Passenger_179,male,27.0,2,2,83250B,14.64,,S
181,0,2,Passenger_180,female,26.4,1,3,64309A,30.74,D,C
182,0,3,Passenger_181,male,31.7,1,0,66718C,79.52,D,S
183,1,1,Passenger_182,female,18.4,0,1,78809,99.83,,S
184,0,2,Passenger_183,male,31.7,2,0,62621B,17.92,,S
185,0,2,Passenger_184,male,36.3,1,2,65084,,B,S
186,0,1,Passenger_185,female,,1,2,85691B,50.83,,S
187,1,1,Passenger_186,female,36.4,1,3,98484C,,,S
188,0,2,Passenger_187,male,36.1,0,0,80172C,21.21,,S
189,0,2,Passenger_188,male,5.2,1,0,70916,,,S
190,1,2,Passenger_189,female,38.9,2,1,47236C,105.35,,C
191,0,3,Passenger_190,male,20.6,1,1,23984C,21.11,,Q
192,0,3,Passenger_191,female,14.7,1,0,23063C,44.03,D,S
193,0,1,Passenger_192,male,14.5,0,3,30490,66.21,,C
194,0,2,Passenger_193,male,,2,1,66472A,77.31,,S
195,0,3,Passenger_194,female,26.9,1,0,82838A,61.17,,C
196,1,3,Passenger_195,female,6.5,2,0,91830C,111.65,,S
197,1,3,Passenger_196,male,36.7,2,0,12302B,,,S
198,1,2,Passenger_197,female,9.8,1,2,52311B,95.92,,S
199,0,3,Passenger_198,male,32.0,0,3,48261C,27.38,F,C
200,0,3,Passenger_199,male,33.3,2,0,27171A,52.03,C,S
201,0,3,Passenger_200,female,42.4,3,0,51226,7.55,B,C
202,1,3,Passenger_201,female,54.9,1,0,80628B,81.53,,S
203,0,1,Passenger_202,female,10.9,2,1,74223B,45.78,,S
204,0,1,Passenger_203,male,29.3,2,0,89353,62.52,E,S
205,1,3,Passenger_204,male,26.1,2,2,80052,39.03,,S
206,0,3,Passenger_205,male,36.1,1,2,73624C,70.52,B,S
207,1,1,Passenger_206,male,33.0,3,3,24530C,63.91,E,Q
208,1,2,Passenger_207,female,25.1,2,0,44281C,15.19,D,S
209,1,1,Passenger_208,male,23.8,2,0,99345A,17.21,,S
210,0,2,Passenger_209,female,14.4,0,0,31735,49.03,,C
211,0,3,Passenger_210,male,43.8,1,2,82285B,73.09,,S
212,0,3,Passenger_211,male,36.4,1,1,17005A,115.2,B,C
213,0,2,Passenger_212,male,42.8,2,1,61496C,60.6,,Q
214,0,2,Passenger_213,male,25.7,0,0,99074,85.26,C,S
215,0,1,Passenger_214,male,20.8,2,1,31708A,6.45,B,S
216,0,2,Passenger_215,female,14.9,2,3,24412B,120.45,B,S
217,1,3,Passenger_216,male,35.0,1,2,39378,71.2,D,S
218,0,3,Passenger_217,female,15.4,0,0,88580C,48.26,,Q
219,1,3,Passenger_218,male,55.9,2,1,41309,44.24,F,Q
220,0,1,Passenger_219,female,11.7,1,0,12435C,11.25,,S
221,0,3,Passenger_220,male,33.8,2,0,98700A,21.25,B,S
222,0,3,Passenger_221,female,51.9,2,2,13386A,,D,C
223,1,3,Passenger_222,male,38.4,0,2,55503A,15.38,D,S
224,1,2,Passenger_223,female,32.5,0,1,81972B,14.71,B,S
225,1,2,Passenger_224,female,16.4,0,2,82939C,25.42,,C
226,1,2,Passenger_225,male,10.7,2,3,53464,8.06,D,S
227,0,1,Passenger_226,male,40.8,3,0,92758B,50.54,,S
228,1,2,Passenger_227,male,51.1,0,2,96679A,88.11,D,Q
229,0,2,Passenger_228,female,23.9,3,1,13138,28.63,,S
230,0,2,Passenger_229,male,14.1,3,1,96525C,1.93,C,S
231,1,3,Passenger_230,male,-4.4,3,1,78698A,60.22,,S
232,1,2,Passenger_231,male,16.3,1,3,35765B,48.05,C,S
233,1,1,Passenger_232,male,28.4,2,2,10837C,85.1,,S
234,1,3,Passenger_233,female,,0,2,87579B,34.09,E,C
235,1,3,Passenger_234,male,39.4,2,3,66997B,40.89,B,S
236,1,3,Passenger_235,female,34.3,2,2,54770B,44.77,,S
237,1,3,Passenger_236,female,24.4,1,2,99608C,53.12,C,C
238,1,3,Passenger_237,male,21.8,1,2,78189A,36.26,C,C
239,0,3,Passenger_238,female,,1,3,70594B,30.59,,S
240,1,1,Passenger_239,male,32.8,2,3,47448C,14.76,E,S
241,1,2,Passenger_240,female,0.6,3,1,47959B,30.21,,C
242,0,2,Passenger_241,male,,2,3,88340C,75.03,B,S
243,1,1,Passenger_242,female,18.0,1,3,44029B,79.76,C,Q
244,0,1,Passenger_243,male,22.4,2,1,18312A,33.51,D,Q
245,0,3,Passenger_244,male,37.9,1,3,64994B,95.48,,S
246,1,3,Passenger_245,male,28.5,1,2,12884B,49.0,,S
247,0,3,Passenger_246,male,28.9,0,0,30522,3.18,,S
248,0,1,Passenger_247,female,48.4,3,1,21460C,7.83,,S
249,0,3,Passenger_248,male,20.2,1,0,94039C,92.64,C,Q
250,0,3,Passenger_249,female,56.1,0,0,99636C,36.94,C,S
251,1,2,Passenger_250,male,,3,1,56905A,7.51,B,C
252,0,3,Passenger_251,female,31.2,1,0,45813C,29.07,,S
253,1,2,Passenger_252,male,26.1,3,0,48353B,,,S
254,0,2,Passenger_253,male,31.7,3,1,44985,64.17,C,Q
255,0,3,Passenger_254,male,36.2,2,1,68261B,,C,C
256,0,2,Passenger_255,female,36.1,0,2,71590C,13.14,,S
257,0,2,Passenger_256,male,19.5,3,1,57883C,30.77,,S
258,1,3,Passenger_257,female,14.3,2,3,61566C,93.51,,C
259,1,3,Passenger_258,female,65.0,3,0,50937,1.25,B,S
260,0,1,Passenger_259,male,23.2,2,1,36862B,27.54,,S
261,0,1,Passenger_260,female,39.8,1,2,26312,92.38,,S
262,1,1,Passenger_261,male,7.5,1,1,78734B,67.3,B,S
263,0,3,Passenger_262,male,26.1,2,0,84268A,56.27,,S
264,0,2,Passenger_263,female,28.2,1,1,81341,27.3,D,S
265,0,1,Passenger_264,female,36.6,1,0,94449C,51.07,B,C
266,1,3,Passenger_265,female,-8.1,1,1,74010C,31.18,,S
267,1,3,Passenger_266,male,32.3,3,2,13006A,19.92,,S
268,1,2,Passenger_267,male,,2,3,73228A,12.2,E,S
269,0,3,Passenger_268,male,34.5,0,2,18505C,77.44,C,S
270,0,3,Passenger_269,female,15.5,0,1,26505,,,S
271,1,1,Passenger_270,male,18.0,2,0,72518,,B,C
272,1,2,Passenger_271,female,26.2,3,2,34744C,55.31,B,S
273,1,3,Passenger_272,male,15.3,1,3,23460A,65.43,D,S
274,1,2,Passenger_273,male,23.3,1,3,63273,41.08,,S
275,0,3,Passenger_274,male,,3,0,38544A,33.14,C,S
276,1,2,Passenger_275,male,4.3,0,1,99314C,21.47,,S
277,0,1,Passenger_276,male,44.3,2,2,38593B,0.51,C,S
278,1,1,Passenger_277,female,11.9,2,2,11729,10.73,,S
279,0,2,Passenger_278,female,27.5,3,0,97872B,37.21,,S
280,1,2,Passenger_279,male,40.5,1,2,44936B,6.11,,S
281,1,1,Passenger_280,male,21.4,1,0,57652A,1.62,F,S
282,1,3,Passenger_281,male,18.4,1,0,73784B,86.47,B,S
283,1,3,Passenger_282,female,33.2,2,1,83204A,57.85,,C
284,0,3,Passenger_283,male,45.7,0,0,86844C,34.19,,S
285,1,3,Passenger_284,female,13.6,2,2,69773,129.51,B,S
286,0,2,Passenger_285,male,27.9,3,0,84432A,7.69,F,S
287,0,3,Passenger_286,male,5.7,2,2,29283,84.15,D,S
288,0,1,Passenger_287,female,24.5,3,0,35282A,46.1,D,C
289,0,3,Passenger_288,male,30.5,2,1,89455C,77.48,E,C
290,1,3,Passenger_289,male,18.0,0,1,62984A,53.81,,S
291,0,3,Passenger_290,male,23.6,3,0,14721B,15.53,B,S
292,0,3,Passenger_291,male,10.3,1,0,36173C,53.34,F,S
293,0,3,Passenger_292,male,31.1,1,0,69418,61.74,,S
294,1,2,Passenger_293,female,44.8,2,1,77454B,26.72,F,S
295,1,2,Passenger_294,female,14.6,2,3,86262C,118.04,,S
296,1,3,Passenger_295,male,21.3,0,0,34815,60.89,C,C
297,1,1,Passenger_296,female,,0,3,32594A,73.52,,S
298,0,3,Passenger_297,male,47.0,1,0,66511C,9.21,B,S
299,0,3,Passenger_298,male,9.1,2,2,95768,74.17,,S
300,1,1,Passenger_299,male,27.6,3,1,16374C,88.13,B,Q
301,0,3,Passenger_300,male,34.0,0,3,79178A,58.87,E,C
302,0,3,Passenger_301,male,28.6,3,3,41914C,49.67,D,Q
303,0,3,Passenger_302,female,-4.7,3,1,71379,18.72,E,S
304,1,3,Passenger_303,male,37.0,0,3,69015B,42.43,B,S
305,1,3,Passenger_304,male,51.3,2,0,76864B,32.08,,S
306,0,3,Passenger_305,male,31.6,3,3,28760B,70.02,D,S
307,1,3,Passenger_306,female,15.6,2,0,87599C,,,S
308,1,1,Passenger_307,female,22.8,3,3,13140B,69.76,C,S
309,1,2,Passenger_308,male,54.8,2,2,84266A,20.64,,S
310,1,3,Passenger_309,male,42.7,2,3,24057B,40.82,,S
311,1,2,Passenger_310,male,39.0,2,3,39114,71.56,,S
312,0,3,Passenger_311,male,35.0,2,0,66215C,25.37,E,S
313,1,3,Passenger_312,male,20.7,0,1,28580C,72.77,B,C
314,0,1,Passenger_313,male,27.2,3,2,19802B,,,S
315,0,3,Passenger_314,male,28.9,2,1,79543,40.52,,S
316,1,3,Passenger_315,male,37.7,1,0,24058B,90.66,,S
317,0,2,Passenger_316,male,51.1,3,2,47519,52.72,,S
318,0,1,Passenger_317,female,45.7,3,3,25445C,88.58,C,S
319,0,1,Passenger_318,female,10.1,2,1,99450C,112.77,,S
320,1,2,Passenger_319,male,33.1,3,1,38695C,41.55,,S
321,1,3,Passenger_320,male,40.3,1,1,61227A,72.57,C,Q
322,0,2,Passenger_321,male,38.7,1,3,40185A,27.69,C,C
323,1,3,Passenger_322,male,21.2,1,0,55908,13.85,,S
324,1,2,Passenger_323,female,70.8,3,3,57993A,43.16,D,C
325,1,2,Passenger_324,male,12.1,3,3,12078C,2.31,,S
326,1,3,Passenger_325,female,,2,0,87609C,17.18,,C
327,0,3,Passenger_326,female,33.3,3,0,33397B,70.7,,S
328,0,1,Passenger_327,male,59.6,3,3,22337B,,,S
329,1,2,Passenger_328,male,18.3,2,0,16011A,74.87,,S
330,1,1,Passenger_329,male,26.3,1,1,49855A,60.48,B,S
331,0,2,Passenger_330,male,45.1,2,2,56845C,114.79,B,S
332,0,3,Passenger_331,male,29.7,0,0,97030C,68.35,,C
333,1,1,Passenger_332,male,25.3,3,2,82435C,,,S
334,0,2,Passenger_333,female,37.9,3,1,43797A,64.07,,Q
335,1,2,Passenger_334,male,33.8,0,0,43179B,60.9,E,S
336,1,3,Passenger_335,male,44.4,0,3,44073C,90.77,C,Q
337,0,3,Passenger_336,female,48.1,0,3,47363,73.41,D,Q
338,0,1,Passenger_337,female,34.3,2,1,21697C,57.35,B,Q
339,1,3,Passenger_338,male,34.1,1,0,48380B,57.2,,S
340,1,2,Passenger_339,female,33.0,2,3,70857B,68.84,,S
341,0,2,Passenger_340,male,,0,0,85058,26.5,C,S
342,1,3,Passenger_341,male,30.8,2,2,87534C,25.02,,S
343,0,3,Passenger_342,male,30.0,3,3,11149A,99.89,,C
344,1,3,Passenger_343,male,46.8,2,1,26390A,115.25,,S
345,0,3,Passenger_344,female,51.2,0,3,46018,17.49,,S
346,0,2,Passenger_345,female,8.9,3,1,99583C,26.59,D,C
347,0,3,Passenger_346,female,30.1,1,1,31471C,89.99,,C
348,1,2,Passenger_347,male,20.4,2,2,24263B,68.67,E,S
349,1,3,Passenger_348,male,25.6,2,2,62451,73.67,,S
350,0,2,Passenger_349,male,35.6,0,1,87969B,81.38,,S
351,1,3,Passenger_350,male,39.4,1,3,21559A,41.57,,S
352,0,2,Passenger_351,female,28.4,3,1,14952C,61.55,,S
353,0,1,Passenger_352,female,3.2,0,0,50610B,58.83,,S
354,1,3,Passenger_353,male,16.5,0,0,96467B,19.95,C,S
355,1,1,Passenger_354,male,42.6,2,3,18019B,61.03,B,S
356,0,3,Passenger_355,male,-8.4,1,3,47929A,93.32,C,Q
357,1,2,Passenger_356,male,46.6,0,2,44620,38.31,B,C
358,1,1,Passenger_357,male,,2,0,58474,55.34,C,C
359,0,1,Passenger_358,male,48.4,3,1,95504B,57.23,,S
360,0,1,Passenger_359,male,27.2,0,1,61046C,40.04,C,C
361,1,3,Passenger_360,male,1.1,3,0,72496C,73.69,F,S
362,0,2,Passenger_361,male,36.0,3,0,41739A,26.2,,S
363,0,3,Passenger_362,male,47.8,2,2,83324B,96.64,,S
364,1,3,Passenger_363,female,42.9,1,0,44838A,71.92,,S
365,0,2,Passenger_364,male,20.7,3,2,14134A,17.21,B,S
366,0,3,Passenger_365,female,31.2,0,3,39431C,109.43,,S
367,1,3,Passenger_366,male,22.5,1,3,79020B,55.88,D,S
368,1,3,Passenger_367,male,18.5,1,0,66993,24.7,F,S
369,0,2,Passenger_368,male,43.4,2,0,57312B,88.66,,S
370,0,2,Passenger_369,male,13.2,0,0,48916C,67.31,C,S
371,1,3,Passenger_370,female,17.5,0,0,30693,12.02,,S
372,1,3,Passenger_371,male,14.5,2,1,92839C,31.6,,S
373,1,3,Passenger_372,female,9.1,2,1,95130A,,,S
374,1,2,Passenger_373,female,32.0,1,3,94639C,25.58,,S
375,0,3,Passenger_374,male,46.3,3,1,90538,52.98,,S
376,1,2,Passenger_375,male,,3,0,53324A,55.53,E,S
377,1,2,Passenger_376,female,8.9,3,2,85455,8.58,C,C
378,0,2,Passenger_377,male,41.8,3,3,97463,59.47,,S
379,1,3,Passenger_378,female,53.6,0,0,87914B,,,S
380,0,1,Passenger_379,male,21.0,0,1,97081A,8.3,C,S
381,1,2,Passenger_380,male,23.3,2,2,88593A,82.18,B,S
382,1,3,Passenger_381,male,37.2,2,2,12048A,79.32,,S
383,1,2,Passenger_382,male,52.7,3,1,53935C,39.86,B,S
384,0,1,Passenger_383,female,22.7,2,0,42973C,43.05,,S
385,0,1,Passenger_384,male,11.3,0,2,25185,75.42,,Q
386,1,3,Passenger_385,female,38.8,3,2,65885C,42.98,B,C
387,0,3,Passenger_386,male,41.2,3,1,28061,17.58,C,S
388,0,2,Passenger_387,male,30.1,0,2,54597A,,,S
389,0,3,Passenger_388,male,,1,2,33931,21.54,E,C
390,0,3,Passenger_389,male,43.9,3,2,34654C,36.36,,S
391,0,2,Passenger_390,male,,2,3,68820A,101.03,B,Q
392,0,3,Passenger_391,male,19.2,1,0,63886B,45.31,C,S
393,1,3,Passenger_392,female,30.7,0,0,82470B,50.06,,Q
394,1,3,Passenger_393,male,11.1,1,1,95148A,,F,C
395,0,1,Passenger_394,male,39.6,1,0,84842B,67.69,B,C
396,1,3,Passenger_395,female,26.3,3,2,75324A,17.83,C,S
397,1,3,Passenger_396,female,23.9,1,0,92080,47.89,,S
398,1,2,Passenger_397,male,29.5,2,3,11425B,51.27,,S
399,1,2,Passenger_398,male,30.6,3,2,55375,59.52,B,C
400,0,1,Passenger_399,female,42.5,0,2,20603A,60.12,,S
401,1,1,Passenger_400,male,38.3,2,3,25801C,140.56,B,Q
402,1,3,Passenger_401,male,27.8,3,3,66318B,8.84,D,C
403,0,1,Passenger_402,male,40.7,1,0,26985,84.3,,S
404,0,2,Passenger_403,female,35.6,2,0,31068,91.42,,S
405,1,3,Passenger_404,male,,3,0,44288C,67.25,B,S
406,1,1,Passenger_405,female,28.3,3,3,76653B,27.24,C,S
407,1,3,Passenger_406,male,27.9,0,0,50068A,108.26,C,Q
408,1,2,Passenger_407,female,37.1,3,1,22459B,26.72,,S
409,1,2,Passenger_408,male,24.9,0,0,95000C,26.09,C,C
410,1,2,Passenger_409,male,24.5,1,3,80313A,91.01,C,Q
