PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
66,1,3,Person_65,male,39.732840601175994,3,2,TCK94728,31.065512346167473,,S
67,1,2,Person_66,female,33.97251433126102,4,1,TCK99012,39.24103348586592,C141,S
68,0,1,Person_67,female,16.169773227389513,2,0,TCK19416,55.57863075892284,C141,S
69,1,2,Person_68,male,18.144086474244894,0,0,TCK49994,,,Q
70,1,2,Person_69,female,47.494664674153334,0,0,TCK76422,34.8590276239554,,S
71,1,2,Person_70,female,40.91088605467465,4,0,TCK18584,44.373961092279096,,S
72,1,2,Person_71,male,29.453726728714383,0,2,TCK28830,21.030464203695825,C141,Q
73,0,1,Person_72,female,,3,2,TCK95825,55.18604978447742,C141,S
74,1,1,Person_73,male,1.6386897764407244,2,4,TCK87066,12.95004794967288,,S
75,0,3,Person_74,male,15.008066138417856,0,2,TCK13591,19.09028558197595,,C
76,1,2,Person_75,female,56.75986721995613,0,0,TCK31395,164.51234497385195,,S
77,1,2,Person_76,female,12.073622005965465,1,3,TCK64182,21.390932682452423,,C
78,1,3,Person_77,female,32.65271749709513,1,3,TCK26738,21.270705189263143,,S
79,0,2,Person_78,male,44.10421562473278,1,1,TCK12631,45.277510395873925,C141,S
80,1,3,Person_79,female,12.431082647967905,2,1,TCK27905,176.98045580752247,,S
81,0,3,Person_80,male,32.58594664693516,3,2,TCK29056,203.9642640855853,,S
82,1,1,Person_81,female,,3,3,TCK99082,43.33432634632969,,C
83,0,2,Person_82,female,30.174990506701505,3,0,TCK45447,5.0,,S
84,1,3,Person_83,female,70.15764277933476,2,0,TCK64418,115.45861242139763,,Q
85,0,3,Person_84,male,6.639610375705267,2,0,TCK47190,42.22618147366396,,C
86,0,2,Person_85,female,44.8221994183743,1,2,TCK36014,22.78503297015641,,S
87,1,3,Person_86,female,27.5807756764495,0,2,TCK82999,88.36167748239394,,C
88,0,1,Person_87,male,40.806882167713454,4,4,TCK60278,25.52732141641697,,S
89,1,3,Person_88,male,36.17830012378944,4,0,TCK11780,5.0,C141,S
90,1,2,Person_89,female,19.735813240460047,0,0,TCK69258,86.03865176635578,,C
91,1,3,Person_90,female,33.20594949443076,1,2,TCK52192,39.46742197504322,,S
92,1,3,Person_91,female,3.98937968042398,0,2,TCK69300,20.635328583358536,C141,S
93,1,3,Person_92,male,38.445465007999516,0,4,TCK53923,,,S
94,1,3,Person_93,male,34.17421852386736,4,4,TCK99196,45.04516876694905,C141,S
95,1,2,Person_94,male,38.94124236100343,1,1,TCK12395,11.662822500750163,,S
96,1,1,Person_95,male,44.813656551220106,2,3,TCK25779,19.567082262377074,C141,S
97,1,2,Person_96,female,35.14667776293595,4,0,TCK81028,50.602968382090594,C141,S
98,1,1,Person_97,male,32.07325187717586,2,0,TCK39722,106.66087488443578,C141,S
99,1,3,Person_98,male,17.66504328674191,1,4,TCK17111,38.05956030199809,,S
100,0,2,Person_99,male,20.028909308913285,0,4,TCK19984,71.16999648468313,,S
101,0,1,Person_100,female,46.614284682482634,3,1,TCK82328,71.99754413136299,,S
102,1,3,Person_101,female,50.108695679883695,3,3,TCK36924,54.58490524003723,,C
103,1,3,Person_102,male,26.666453891631242,1,1,TCK62703,14.107426384832886,C141,S
104,1,3,Person_103,male,30.644038461545836,3,3,TCK42577,100.79089625333077,,S
105,1,3,Person_104,female,17.335398750087275,2,0,TCK17711,,,S
106,1,1,Person_105,female,46.41859583374423,3,1,TCK95548,5.0,,S
107,1,2,Person_106,female,39.315835531684904,1,4,TCK14096,14.026232075365208,,S
108,1,3,Person_107,female,57.17704411049249,1,1,TCK76555,72.52529566040408,C141,Q
109,1,3,Person_108,female,17.703476919483656,2,1,TCK99848,5.0,C141,Q
110,0,1,Person_109,female,24.707889413744958,3,0,TCK85012,7.971151170859647,,C
111,1,3,Person_110,female,33.24024291535801,3,4,TCK18254,59.245584038508824,,Q
112,0,2,Person_111,female,39.050853528160786,0,4,TCK87120,111.56012250386213,,S
113,1,2,Person_112,male,26.980653074333148,4,2,TCK15965,50.219499345470595,,S
114,1,3,Person_113,male,,1,2,TCK87000,,C141,C
115,0,3,Person_114,male,42.339705404929994,0,2,TCK87975,5.0,,S
116,1,3,Person_115,male,40.09589507563814,1,0,TCK67987,47.74203923006172,,C
117,0,1,Person_116,male,17.172162592107853,0,1,TCK42963,5.0,,C
118,1,3,Person_117,male,,4,4,TCK13273,47.430631585319574,,Q
119,1,2,Person_118,female,46.38278192875245,0,4,TCK25330,12.782042240141328,,S
120,0,1,Person_119,female,31.8801509614691,1,1,TCK31494,117.51322647712819,,C
121,1,3,Person_120,male,31.11437007326451,3,4,TCK86422,32.22667716874918,,S
122,0,3,Person_121,male,37.7568087956227,1,1,TCK13212,12.67617117138093,,S
123,1,3,Person_122,female,17.936157016412388,2,0,TCK93441,95.91558645784366,,S
124,0,3,Person_123,female,30.42044070829715,2,0,TCK97594,14.653856545311625,,C
125,0,3,Person_124,female,,2,0,TCK11080,18.307345696244177,,Q
126,1,3,Person_125,male,42.270379037041096,2,1,TCK42675,89.87214920884145,C141,S
127,1,1,Person_126,female,,4,1,TCK32007,18.46572652994931,,S
128,0,2,Person_127,male,51.04787759800598,3,3,TCK92641,26.39551777903077,,S
129,1,2,Person_128,male,25.378318684469697,3,4,TCK56815,21.359903678494945,,Q
130,1,2,Person_129,female,27.036662252963524,1,4,TCK93482,6.1875583567811905,,S
131,1,3,Person_130,female,,0,3,TCK10639,5.0,,S
132,0,2,Person_131,male,25.967455765090932,1,3,TCK73593,64.465764926678,C141,S
133,0,1,Person_132,female,49.85943883207251,1,0,TCK88038,51.80119143668872,,S
134,0,2,Person_133,female,0.0,1,3,TCK13736,16.589784166775605,,S
135,0,3,Person_134,male,47.87751540523463,1,1,TCK26473,,,S
136,0,1,Person_135,female,34.73232873542391,3,2,TCK44019,145.02636224451206,C141,Q
137,0,3,Person_136,male,13.101696929998983,0,1,TCK96623,219.790569400198,C141,C
138,0,2,Person_137,male,14.94562649731067,1,3,TCK46820,,,S
139,0,2,Person_138,female,53.46950238091485,3,4,TCK94861,81.08861989039403,,Q
140,0,3,Person_139,male,16.762903680801763,1,1,TCK67589,,,S
141,1,3,Person_140,male,13.85309285165657,2,4,TCK75807,17.64252115982036,,S
142,0,2,Person_141,female,45.92240359310621,1,1,TCK28414,5.0,,S
143,1,3,Person_142,female,34.7397402680028,1,4,TCK34220,7.689985404123865,,S
144,1,3,Person_143,female,16.869041928490418,4,1,TCK70531,91.09880654381867,,C
145,1,2,Person_144,male,33.03274965566467,2,4,TCK52425,65.6919542665756,,S
146,0,3,Person_145,male,15.639462429036119,0,2,TCK19387,54.58205884077677,,S
147,0,3,Person_146,female,45.41149957791647,1,0,TCK86815,7.000406456388809,C141,C
148,0,3,Person_147,male,44.85919350822387,0,1,TCK37584,51.072936560239256,,S
149,0,3,Person_148,female,37.44808678350721,2,2,TCK54783,73.95389969517781,,C
150,1,3,Person_149,female,35.06325485745823,1,0,TCK49809,,,C
151,0,3,Person_150,male,54.656633748143236,4,1,TCK64327,5.0,,S
152,0,3,Person_151,female,29.995608583435153,3,2,TCK20857,57.67588418615455,,C
153,0,3,Person_152,male,13.453762244108784,4,2,TCK52261,5.0,,S
154,0,3,Person_153,male,36.292634779652296,4,2,TCK83588,61.35743949250927,,S
155,0,3,Person_154,female,59.20465869351959,3,3,TCK26995,50.478087260268836,,S
156,1,3,Person_155,male,15.79336709539807,3,4,TCK23580,8.028856266840057,,S
157,0,1,Person_156,female,24.9395212662842,3,0,TCK28240,72.6477301961858,,Q
158,1,3,Person_157,male,35.830244533420334,1,4,TCK93446,5.0,,S
159,0,3,Person_158,male,,0,4,TCK85752,87.5497206548924,,S
160,1,1,Person_159,male,16.247749874717595,0,4,TCK56111,15.185779239395467,,Q
161,0,3,Person_160,female,45.706009987226594,3,2,TCK44866,58.37430766015462,,S
162,0,1,Person_161,male,62.48057010824163,4,4,TCK90974,128.64713260884668,C141,S
163,1,2,Person_162,female,32.7458404263347,2,3,TCK83401,20.76266972357626,,S
164,1,3,Person_163,male,17.343043943695996,3,1,TCK92093,34.94760763683293,C141,C
165,1,1,Person_164,male,8.31455264925135,4,2,TCK22211,31.09885055740953,C141,S
166,0,3,Person_165,female,33.611663737096535,4,0,TCK68985,8.575689527498776,,S
167,1,3,Person_166,female,45.45428280642761,1,1,TCK43268,44.61797050945812,,S
168,0,3,Person_167,female,36.65234845093534,1,1,TCK13646,67.93433295884176,,S
169,0,1,Person_168,female,29.966346227136047,0,1,TCK65371,124.37038609744594,C141,C
170,1,2,Person_169,female,21.750196874949715,0,4,TCK52816,95.12425143468415,,S
171,1,3,Person_170,male,14.709709141946744,2,4,TCK99460,35.66947195624879,,S
172,0,3,Person_171,male,41.68651856854835,2,2,TCK54112,,,S
173,0,3,Person_172,female,42.7928026993982,2,4,TCK61048,,,C
174,1,2,Person_173,male,8.359782986329737,2,4,TCK64911,34.01043363476787,,C
175,1,3,Person_174,male,52.257745694529575,4,4,TCK85446,6.132543507692785,,S
176,1,3,Person_175,male,38.03699709251602,4,2,TCK11778,28.80651203376653,,S
177,0,3,Person_176,female,49.59432503204111,0,2,TCK55752,92.40951952236183,,S
178,0,1,Person_177,male,11.21021152120839,1,3,TCK94977,45.39646498827563,,S
179,0,3,Person_178,male,10.878461824183855,1,3,TCK80726,64.45082900825278,C141,S
180,0,3,Person_179,male,27.91442966325784,3,3,TCK90840,10.244804068250259,,S
181,0,3,Person_180,female,37.03898197653272,4,3,TCK37289,166.68315416420697,,S
182,0,2,Person_181,male,55.149051520977494,2,1,TCK54788,25.88248688226849,,Q
183,1,3,Person_182,male,39.88510479341184,2,1,TCK14747,53.013182790681576,,S
184,0,3,Person_183,female,26.602462124631533,3,3,TCK84822,5.0,,C
185,0,1,Person_184,female,15.63083109267751,1,3,TCK10045,,,S
186,0,3,Person_185,male,47.2200080180681,2,0,TCK17758,76.17087149287181,C141,Q
187,1,3,Person_186,male,16.494124039489993,1,1,TCK33437,172.05325021240876,C141,S
188,0,1,Person_187,female,,3,0,TCK29585,,,S
189,0,2,Person_188,female,26.01861490550887,1,0,TCK19854,5.0,,C
190,1,3,Person_189,female,52.2681490166499,1,4,TCK62076,22.38210428987995,,S
191,0,1,Person_190,female,39.5050380608299,1,2,TCK66950,5.0,,S
192,0,3,Person_191,female,28.082063147805584,2,1,TCK27349,10.682753747449922,,S
193,0,2,Person_192,female,22.728450794434227,0,3,TCK31348,,,C
194,0,3,Person_193,female,25.227289717154882,4,3,TCK44296,138.30123412336434,,S
195,0,1,Person_194,male,35.99643369325332,1,2,TCK29455,,,C
196,1,3,Person_195,female,31.080190947048035,1,1,TCK88824,40.81104698838311,C141,S
197,1,3,Person_196,female,,1,3,TCK64021,14.64349839192601,C141,S
198,1,3,Person_197,male,27.68116025555315,0,3,TCK81923,7.486472399273062,,S
199,0,3,Person_198,female,31.100078416068097,3,4,TCK49293,12.357740781180299,C141,S
200,0,1,Person_199,female,,2,0,TCK98552,43.1094335536887,,S
201,0,3,Person_200,male,36.41435360704178,0,3,TCK56116,5.0,,S
202,1,1,Person_201,female,16.283902853964705,1,1,TCK50484,28.477374384491437,,S
203,0,1,Person_202,male,13.85334635511957,0,2,TCK40215,7.264460912901137,,S
204,0,2,Person_203,male,6.377179140450053,0,4,TCK91638,15.919234027249619,,S
205,1,2,Person_204,male,4.885505029849536,0,1,TCK13404,10.582636825307343,C141,C
206,0,3,Person_205,male,,3,4,TCK47260,107.26859814757181,C141,C
207,1,3,Person_206,female,20.073706593173135,4,0,TCK75642,61.55201409102475,,C
208,1,2,Person_207,male,57.34562792537196,2,3,TCK90731,101.4231948552611,C141,S
209,1,2,Person_208,male,22.637684537467145,3,1,TCK56009,24.181833680030422,,C
210,0,3,Person_209,female,32.48850148775244,3,2,TCK39605,18.80114317084797,,S
211,0,2,Person_210,male,35.606739411088604,4,0,TCK63205,23.94916691297573,,S
212,0,2,Person_211,male,31.83491260702188,3,0,TCK47569,5.0,,C
213,0,1,Person_212,male,28.91579154983609,0,4,TCK15580,64.49546980040617,,Q
214,0,3,Person_213,male,13.265887309610576,0,0,TCK15400,21.521645551805328,,S
215,0,3,Person_214,female,50.31298567590896,1,1,TCK49643,18.79462138383484,,S
216,0,2,Person_215,male,55.30075301093039,3,4,TCK96173,45.58270804139838,,S
217,1,1,Person_216,female,6.442778282282401,1,0,TCK49015,28.657211577648106,,S
218,0,3,Person_217,female,15.663599727590686,2,2,TCK81713,197.7553158229913,,C
219,1,3,Person_218,male,26.082655206721917,0,1,TCK82805,22.02247769242261,,S
220,0,2,Person_219,male,16.496470871257323,2,2,TCK24974,47.58240535388276,,C
221,0,3,Person_220,male,37.083517748382114,4,2,TCK24037,18.672972419219757,,S
222,0,1,Person_221,male,19.804189166307417,0,4,TCK94292,233.32558560506453,C141,C
223,1,2,Person_222,female,60.31078494929243,2,3,TCK26167,29.449362390483763,,Q
224,1,3,Person_223,female,,4,4,TCK98754,50.27369748930034,,S
225,1,2,Person_224,female,32.97603642885101,2,1,TCK53148,6.77504774427181,,S
226,1,3,Person_225,male,44.37780768647625,4,1,TCK82153,66.02986585339704,,C
227,0,2,Person_226,female,45.482605941002326,4,4,TCK31534,15.681460870112618,,S
228,1,2,Person_227,male,22.104735167184593,0,3,TCK96078,29.765940777777594,,S
229,0,3,Person_228,male,18.572958576412493,1,4,TCK66879,107.33596381168051,C141,S
230,0,2,Person_229,male,31.094002881575065,4,1,TCK75839,176.25733838053765,,S
231,1,3,Person_230,male,,4,3,TCK39756,27.63206721150469,,C
232,1,2,Person_231,male,31.946845581147848,0,1,TCK22683,90.03072839356551,,S
233,1,2,Person_232,female,7.92204924932604,1,3,TCK59485,5.0,,Q
234,1,1,Person_233,female,,3,3,TCK21025,94.05381210235211,,S
235,1,3,Person_234,male,28.96437990967871,3,4,TCK96426,,,C
236,1,2,Person_235,female,,1,4,TCK28715,33.54054205513681,C141,S
237,1,3,Person_236,male,57.61559047505732,2,4,TCK80097,110.34725071572957,,S
238,1,2,Person_237,male,10.596168806414028,0,3,TCK97116,93.3254080627876,C141,S
239,0,3,Person_238,male,37.07824938570224,1,3,TCK85705,17.6160145290895,,C
240,1,1,Person_239,female,50.84758351659605,3,1,TCK27116,78.38802595632815,,S
241,1,3,Person_240,male,61.800296435919144,4,2,TCK46744,,,C
242,0,3,Person_241,male,24.338436075424543,3,4,TCK97579,86.51363685344703,,S
243,1,3,Person_242,female,36.8800123380828,4,1,TCK12124,56.26664909229143,C141,S
244,0,3,Person_243,female,37.976645000781055,0,1,TCK48051,5.0,,C
245,0,3,Person_244,female,,4,0,TCK17176,,,S
246,1,3,Person_245,male,28.616167182649715,1,4,TCK74818,43.43688528417054,C141,S
247,0,1,Person_246,male,36.10365545300064,4,1,TCK28676,45.137898352763564,C141,S
248,0,1,Person_247,female,0.0,2,0,TCK55177,17.18539299515198,C141,S
249,0,3,Person_248,male,39.54897286087684,1,4,TCK10997,15.496193205482603,C141,S
250,0,3,Person_249,female,31.76649065126754,0,3,TCK69330,71.88677533321687,,S
251,1,3,Person_250,female,26.885351445104284,1,0,TCK53769,14.84041153991576,C141,S
252,0,2,Person_251,male,,2,3,TCK88653,29.553204151607964,,C
253,1,1,Person_252,male,20.55092373693227,0,2,TCK21231,59.337596684532315,C141,Q
254,0,1,Person_253,female,24.35693615308957,3,2,TCK82976,5.0,C141,S
255,0,3,Person_254,female,57.88174623086628,2,2,TCK95447,45.137686424020906,,S
256,0,2,Person_255,female,18.351141732102008,0,2,TCK65965,44.50391162876572,C141,S
257,0,2,Person_256,female,22.298386038888456,4,1,TCK91144,57.63685480375913,,C
258,1,2,Person_257,male,27.9416440719681,1,2,TCK71517,23.096066583696764,,S
259,1,1,Person_258,female,41.77028274981369,0,1,TCK37387,29.799188140740103,,S
260,0,3,Person_259,female,32.90923510294639,1,1,TCK14090,20.021588378168513,C141,Q
261,0,2,Person_260,female,11.903245139868325,4,4,TCK34945,82.55682892800891,,S
262,1,3,Person_261,male,22.549640116219347,0,1,TCK50239,6.998216844855029,,C
263,0,2,Person_262,male,21.49703793502904,3,1,TCK13743,164.77968210597814,,S
264,0,2,Person_263,female,28.91890536687736,2,2,TCK40924,50.3704569195715,C141,S
265,0,1,Person_264,male,35.96181122081761,0,1,TCK20196,108.97711764538336,,C
266,1,1,Person_265,male,35.85488058243161,4,3,TCK78860,27.776460068984544,C141,S
267,1,2,Person_266,male,5.135835443322371,0,2,TCK51400,20.194248139180466,C141,C
268,1,2,Person_267,female,44.895173825851984,1,0,TCK95177,,,S
269,0,3,Person_268,female,33.53596384395273,0,2,TCK90399,5.205455442829968,,C
270,0,2,Person_269,male,49.38344866631469,3,1,TCK58795,6.227576286796796,C141,S
271,1,3,Person_270,female,36.21877658206941,0,3,TCK61553,,C141,S
272,1,3,Person_271,female,45.41852140830067,2,2,TCK34111,160.6633066405762,C141,S
273,1,3,Person_272,male,,0,3,TCK73083,50.12901981329117,,S
274,1,1,Person_273,male,48.84716058683847,1,0,TCK71600,,C141,S
275,0,2,Person_274,female,37.311508904248896,0,0,TCK60022,61.0994286307197,,S
276,1,1,Person_275,male,28.629186549799343,3,4,TCK13199,27.019120697187226,,S
277,0,2,Person_276,female,61.814086086256346,4,4,TCK60897,70.95606619192645,C141,S
278,1,3,Person_277,female,42.44651971191849,0,2,TCK48038,24.980331136150024,,S
279,0,1,Person_278,male,38.032421894061784,0,4,TCK65038,87.53947152200645,C141,S
280,1,2,Person_279,female,12.131738168463297,2,3,TCK17897,15.550611289132846,,S
281,1,3,Person_280,female,11.963693355510472,3,4,TCK74541,16.255122071211805,C141,Q
282,1,3,Person_281,male,34.098016749985945,4,3,TCK24892,36.94733811890048,,S
283,1,3,Person_282,male,32.03729676875537,1,4,TCK18271,28.172758804777725,,S
284,0,1,Person_283,male,21.402284089883572,0,4,TCK34815,52.22266303159323,C141,S
285,1,2,Person_284,female,31.97375779456884,4,4,TCK55612,22.65069908043043,,C
286,0,3,Person_285,male,52.24077699261034,1,1,TCK43357,13.104007431184847,,S
287,0,1,Person_286,male,39.73563464370418,3,1,TCK85088,31.72585677730065,C141,S
288,0,2,Person_287,male,14.025880863461664,3,4,TCK26267,41.15783904161661,,S
289,0,1,Person_288,male,28.43887641999879,4,3,TCK28268,7.692539380036653,C141,S
290,1,1,Person_289,female,18.730469268064148,1,2,TCK24263,40.67752771024431,,C
291,0,2,Person_290,female,24.572201170280145,3,0,TCK80935,19.228499863585252,,S
292,0,1,Person_291,male,,4,1,TCK69660,24.91619525205985,C141,S
293,0,3,Person_292,female,23.312961843543928,3,4,TCK75527,16.377873608331605,,C
294,1,3,Person_293,male,12.428104792372473,3,0,TCK73379,133.98066532517325,,S
295,1,3,Person_294,male,28.212834458745338,3,1,TCK51271,57.495744620246526,,C
296,1,2,Person_295,female,,2,2,TCK76612,15.221768858310957,C141,S
297,1,1,Person_296,female,0.0,1,3,TCK17235,51.786287987297285,,C
298,0,1,Person_297,male,58.74160834302328,4,4,TCK98757,94.38238596621626,,C
299,0,3,Person_298,male,45.24277515903341,4,2,TCK26417,25.677316771782017,,S
300,1,3,Person_299,female,24.731789851050056,1,1,TCK44609,88.58534635115517,,C
301,0,1,Person_300,male,30.26346669636838,1,4,TCK43902,8.386325882140962,,S
302,0,3,Person_301,female,13.596839137554134,1,0,TCK33645,86.51855409642006,,S
303,0,1,Person_302,male,53.74012028935211,1,3,TCK72873,38.85843260754263,,S
304,1,3,Person_303,male,,0,1,TCK97218,12.61410475947627,,S
305,1,3,Person_304,female,32.19371219545135,4,3,TCK74558,26.139966546709804,,C
306,0,3,Person_305,female,44.32942901859482,0,4,TCK72233,221.11324184260576,,S
307,1,3,Person_306,female,,3,2,TCK33401,76.52117511981473,,Q
308,1,3,Person_307,female,11.285843855736971,3,3,TCK17771,42.793466698269725,C141,S
309,1,2,Person_308,female,24.2344728345088,4,0,TCK51335,6.1176431159736335,,S
310,1,3,Person_309,female,31.846991534807398,3,1,TCK84451,27.04805714621733,,S
311,1,1,Person_310,female,23.63633193759178,1,0,TCK89434,15.261864306556976,,S
312,0,3,Person_311,male,26.938854115909496,0,3,TCK77449,5.0,,C
313,1,3,Person_312,male,28.720406194872396,1,2,TCK11942,,C141,C
314,0,3,Person_313,male,28.86770102988354,3,2,TCK30388,109.99497250944322,C141,C
315,0,2,Person_314,female,30.731618866964766,0,0,TCK93251,56.28887751863334,,C
316,1,3,Person_315,female,15.151529070447587,1,4,TCK67042,14.362800693415611,,S
317,0,3,Person_316,female,,4,4,TCK63740,42.61706533837631,,S
318,0,3,Person_317,male,12.01582028020043,1,2,TCK75873,143.44113577675353,,S
319,0,1,Person_318,female,43.68941769560681,3,0,TCK57024,64.1715575829808,C141,S
320,1,1,Person_319,female,0.5209428142354575,0,0,TCK33450,58.474366062992,,S
321,1,2,Person_320,male,46.15026480643696,4,0,TCK66965,172.34871631537436,,S
322,0,1,Person_321,female,49.40889156167981,0,3,TCK20057,80.19101384286175,,S
323,1,3,Person_322,male,25.7694717822433,4,4,TCK18983,7.345223206273073,C141,S
324,1,2,Person_323,male,0.0,0,4,TCK29995,21.357559553375523,,C
325,1,3,Person_324,female,24.941652132457932,3,3,TCK87681,167.8217670287488,C141,S
326,1,2,Person_325,female,29.10142174195653,4,1,TCK48886,33.638353080443814,,S
327,0,1,Person_326,female,15.851624920995212,2,3,TCK99025,5.918766850927098,,S
328,0,3,Person_327,male,22.7869424866846,0,0,TCK12673,30.680295745280816,C141,C
329,1,3,Person_328,male,51.42273278408692,0,3,TCK44890,59.70000719613683,,Q
330,1,2,Person_329,male,39.308980272224375,1,0,TCK87513,,,S
331,0,3,Person_330,female,17.0561023987066,4,2,TCK33466,19.57110742458182,,S
332,0,3,Person_331,female,7.633611625663949,2,0,TCK60406,36.08627129779144,,Q
333,1,2,Person_332,female,,3,4,TCK13688,105.8803137631067,,S
334,0,3,Person_333,female,,1,3,TCK79284,21.945966979529054,C141,C
335,1,3,Person_334,male,36.94678862308643,2,0,TCK23665,5.785222429037787,,C
336,1,3,Person_335,male,22.505566024052776,4,1,TCK30641,148.73365415761617,C141,S
337,0,1,Person_336,male,37.16099405506606,2,2,TCK42500,33.514598769288625,,S
338,0,3,Person_337,male,57.09215656084321,0,1,TCK45797,34.936507897970834,,S
